iter	Logloss
251	0.1585239515
252	0.1583611906
253	0.1581409816
254	0.1579493306
255	0.1578054982
256	0.1575353825
257	0.1572856458
258	0.1570873388
259	0.1569067972
260	0.1567537042
261	0.156615861
262	0.1563608603
263	0.1562469844
264	0.1560585424
265	0.1558495484
266	0.1556557457
267	0.1554177025
268	0.1551975838
269	0.1549653835
270	0.1547961143
271	0.1546845617
272	0.1544885375
273	0.1542743965
274	0.1540321811
275	0.1538426932
276	0.1537122784
277	0.1535866491
278	0.1533647363
279	0.1531864011
280	0.1529375704
281	0.152873218
282	0.1527460631
283	0.1525409958
284	0.1523561344
285	0.1521891084
286	0.1520587254
287	0.1518796828
288	0.1517196602
289	0.151552979
290	0.1514591449
291	0.1512849641
292	0.1511582749
293	0.1509952253
294	0.1508188063
295	0.1506593881
296	0.1505406184
297	0.1503459098
298	0.1502283273
299	0.1501173486
300	0.1499897955
301	0.1498009005
302	0.1496384591
303	0.1494329388
304	0.1493072433
305	0.1491859937
306	0.1490765674
307	0.1488899641
308	0.1487722021
309	0.148567855
310	0.1483721641
311	0.1481841675
312	0.1480083033
313	0.1478685337
314	0.1477724257
315	0.1475202307
316	0.1473218525
317	0.1471961723
318	0.1469971171
319	0.1468568322
320	0.146681276
321	0.1465722263
322	0.1464492856
323	0.1462800953
324	0.1460810821
325	0.1459256949
326	0.1457637751
327	0.1457079251
328	0.1455320978
329	0.145420432
330	0.1452704678
331	0.1451164625
332	0.1449777159
333	0.1448711232
334	0.1447143071
335	0.1445663241
336	0.1444506082
337	0.1442713772
338	0.1441624802
339	0.1440239576
340	0.1439188142
341	0.1438139877
342	0.1436262875
343	0.1434308193
344	0.1433273567
345	0.1432021957
346	0.143115412
347	0.1429580411
348	0.142849466
349	0.1426952087
350	0.1426084415
351	0.1424539247
352	0.1423426304
353	0.1422116609
354	0.1420858802
355	0.1419542324
356	0.1418902147
357	0.1418081707
358	0.1416286649
359	0.1415116563
360	0.1414041131
361	0.1412283202
362	0.1411539641
363	0.1410594798
364	0.1410132377
365	0.1408892028
366	0.1407507845
367	0.1406318914
368	0.1405084329
369	0.1403275134
370	0.1401925077
371	0.1401246639
372	0.1400469716
373	0.1399205789
374	0.1398460065
375	0.1397714163
376	0.1396371499
377	0.1395613929
378	0.1394142904
379	0.1392488919
380	0.139131798
381	0.138995936
382	0.1388891066
383	0.1387852916
384	0.1386209377
385	0.1385071203
386	0.1384154378
387	0.138235764
388	0.1381488568
389	0.1380120024
390	0.1378588241
391	0.137748918
392	0.1376505108
393	0.1375084407
394	0.1373970408
395	0.1372846485
396	0.1371618224
397	0.1370437398
398	0.1369063585
399	0.1367807051
400	0.1366834609
401	0.1365723537
402	0.136477784
403	0.1363299359
404	0.1362189827
405	0.1361307382
406	0.1360321019
407	0.1359170465
408	0.1357924873
409	0.1356740994
410	0.135534284
411	0.1354248322
412	0.1352393995
413	0.1351296754
414	0.1350448779
415	0.1349291824
416	0.1348087166
417	0.1346421092
418	0.1346076484
419	0.1344948044
420	0.134417177
421	0.1343239217
422	0.1341877022
423	0.1341180337
424	0.1340742728
425	0.1339335578
426	0.1338218908
427	0.1336956113
428	0.1335798395
429	0.133504823
430	0.1333749185
431	0.1332523379
432	0.1331263626
433	0.133011671
434	0.1329256303
435	0.1328004897
436	0.1327358052
437	0.1326643363
438	0.1325508382
439	0.1324110954
440	0.1323245458
441	0.1321984584
442	0.132096276
443	0.1320180149
444	0.1318772731
445	0.1317427319
446	0.1316101031
447	0.1315583617
448	0.1314667784
449	0.1313271602
450	0.1311829321
451	0.1311019722
452	0.1309888088
453	0.13087584
454	0.1307525228
455	0.1306691746
456	0.1305732345
457	0.1304435654
458	0.1303452179
459	0.1302522286
460	0.1301650263
461	0.130104154
462	0.1300038203
463	0.1299305497
464	0.1298207709
465	0.1296856456
466	0.1295838423
467	0.1294833547
468	0.12937608
469	0.1292468027
470	0.1291443174
471	0.1290289667
472	0.1289454709
473	0.1288503567
474	0.1287598219
475	0.1286810811
476	0.1285777038
477	0.128485693
478	0.1283782834
479	0.1283028356
480	0.1282000386
481	0.1281307582
482	0.1280096816
483	0.1279062407
484	0.1277737697
485	0.1276843241
486	0.1275928083
487	0.1274817914
488	0.127417238
489	0.127350477
490	0.1273056053
491	0.1272277705
492	0.1271195326
493	0.1270252671
494	0.1269422853
495	0.1268945876
496	0.126781274
497	0.1266866891
498	0.126571299
499	0.1264591242
500	0.1263467243
501	0.1262272764
502	0.1261242974
503	0.1260120768
504	0.1259203129
505	0.1257957703
506	0.125738359
507	0.1256221112
508	0.1255309962
509	0.1254523992
510	0.125348859
511	0.1252666547
512	0.1251755155
513	0.1250642722
514	0.1249547224
515	0.1248777999
516	0.1247625497
517	0.1246946715
518	0.1246485287
519	0.1245752873
520	0.1244992555
521	0.1244032569
522	0.1242680107
523	0.1241933722
524	0.1241008982
525	0.1240329666
526	0.1239625868
527	0.1238749188
528	0.1237364572
529	0.1236416191
530	0.1235527092
531	0.1234382657
532	0.1233571404
533	0.1232126298
534	0.1231490664
535	0.1231217044
536	0.1230491284
537	0.1229727047
538	0.1228938863
539	0.1228191409
540	0.1227917827
541	0.1227496276
542	0.1226540159
543	0.1226002908
544	0.1224794776
545	0.1224135271
546	0.1223103903
547	0.1222269479
548	0.1221619708
549	0.1220836754
550	0.122002433
551	0.1219265132
552	0.1218191876
553	0.1217422778
554	0.1216353823
555	0.1215532162
556	0.1214871613
557	0.1214385348
558	0.1213687874
559	0.1213032631
560	0.1212092292
561	0.1211354559
562	0.1210235789
563	0.1209906018
564	0.1209056948
565	0.1208584705
566	0.1207652509
567	0.1206838507
568	0.1206097135
569	0.1205090796
570	0.1204271018
571	0.1203536326
572	0.1202711725
573	0.1201924215
574	0.1201282422
575	0.1200426482
576	0.119976914
577	0.1199132882
578	0.1198344851
579	0.1197694889
580	0.1197009389
581	0.1196221612
582	0.1195159693
583	0.1194340869
584	0.119342991
585	0.119266809
586	0.1191784946
587	0.1191001457
588	0.1190371141
589	0.1190034511
590	0.1189347395
591	0.1188742477
592	0.1188122658
593	0.1187424294
594	0.118638519
595	0.1185476228
596	0.1185032206
597	0.1184174179
598	0.1183092284
599	0.118235688
600	0.1181413512
601	0.1180504945
602	0.1180121541
603	0.1179142736
604	0.1178185194
605	0.1177314201
606	0.117674388
607	0.1175992214
608	0.1175304385
609	0.1174201991
610	0.1173258916
611	0.1172532749
612	0.1171469838
613	0.1170783549
614	0.1170402957
615	0.1169890581
616	0.1168868706
617	0.1167699459
618	0.1166713682
619	0.1166027583
620	0.1165193808
621	0.1164557601
622	0.1164023455
623	0.1163266852
624	0.1162752059
625	0.1161980327
626	0.1161107871
627	0.1160221303
628	0.1159470312
629	0.1158704064
630	0.1158039864
631	0.1157259989
632	0.1156725664
633	0.1155831882
634	0.1155194899
635	0.1154633179
636	0.115402891
637	0.1153639131
638	0.1152918487
639	0.1152312983
640	0.1151415817
641	0.1150883566
642	0.1150023401
643	0.1149315557
644	0.1147903827
645	0.1147241675
646	0.1146207966
647	0.1145534299
648	0.1144840452
649	0.1143898255
650	0.1143205285
651	0.1142316275
652	0.1141441032
653	0.1140569938
654	0.1139756216
655	0.1138925266
656	0.1138322854
657	0.1137661823
658	0.1137013833
659	0.1135962997
660	0.1135239668
661	0.1134533542
662	0.1133771544
663	0.1133086374
664	0.1132696698
665	0.1131988536
666	0.1131054876
667	0.1130574591
668	0.1129694742
669	0.1128830022
670	0.1127820756
671	0.1127196166
672	0.1126420261
673	0.1125531314
674	0.1124836767
675	0.1124375606
676	0.1123930961
677	0.1123273237
678	0.1122873051
679	0.1122313659
680	0.1121597659
681	0.112082739
682	0.1119946638
683	0.1119195354
684	0.111842604
685	0.1118066379
686	0.1117080093
687	0.1116329241
688	0.1115595033
689	0.1114761462
690	0.1114034328
691	0.1113464732
692	0.1112707608
693	0.1111925722
694	0.1111326542
695	0.1110468744
696	0.1109908958
697	0.1109110468
698	0.110858323
699	0.1108117539
700	0.1107407621
701	0.1106767088
702	0.110607048
703	0.1105594304
704	0.1104818272
705	0.1104056706
706	0.1103412343
707	0.1102903263
708	0.1102377209
709	0.110178018
710	0.1100724928
711	0.1099964776
712	0.1099787197
713	0.1099299354
714	0.1098487974
715	0.1097769836
716	0.1097060376
717	0.1096422273
718	0.1095949317
719	0.1095385446
720	0.1094904232
721	0.1094162758
722	0.109342827
723	0.1092683653
724	0.1092163541
725	0.109142577
726	0.1090600063
727	0.108995603
728	0.1089162324
729	0.1088458424
730	0.1087983661
731	0.1087606658
732	0.1086998826
733	0.108644941
734	0.1085804932
735	0.1085016265
736	0.1084513597
737	0.1083752427
738	0.1083215824
739	0.1082659054
740	0.1081771672
741	0.108114039
742	0.1080294222
743	0.107954921
744	0.1078861789
745	0.1078302525
746	0.1077309825
747	0.1076832047
748	0.1075982061
749	0.1075436628
750	0.1074842971
751	0.1074347862
752	0.1073779742
753	0.1073167125
754	0.1072463124
755	0.1071871464
756	0.1071312887
757	0.1070624244
758	0.1070248322
759	0.1069410157
760	0.1068781521
761	0.1068058688
762	0.1067448604
763	0.1066454938
764	0.1065470382
765	0.1064506592
766	0.1063672919
767	0.1063182772
768	0.1062835085
769	0.1062038898
770	0.1061103686
771	0.1060604187
772	0.1059812771
773	0.1059212077
774	0.1058754262
775	0.1058037652
776	0.1057429527
777	0.1056934978
778	0.105586372
779	0.1055460084
780	0.1054738727
781	0.1054173674
782	0.1053485807
783	0.1052747425
784	0.1052424104
785	0.105170304
786	0.1051151792
787	0.1050672041
788	0.1049593289
789	0.10490362
790	0.1048287359
791	0.1047963339
792	0.104689642
793	0.1046157682
794	0.1045551745
795	0.1045231822
796	0.1044836127
797	0.104421398
798	0.1043617752
799	0.1042874332
800	0.1042258751
801	0.1041691445
802	0.1040783145
803	0.1040169205
804	0.1039339248
805	0.1038962486
806	0.1038435197
807	0.103728832
808	0.103633789
809	0.1035649858
810	0.1035029034
811	0.1034448813
812	0.103406929
813	0.1033787094
814	0.103320116
815	0.1032569
816	0.1032137155
817	0.1031667787
818	0.1030887225
819	0.1030427692
820	0.1029659421
821	0.1028721207
822	0.1028127091
823	0.1027650725
824	0.1027059956
825	0.1026383426
826	0.1025646584
827	0.1025079062
828	0.1024572934
829	0.1023998642
830	0.1023285823
831	0.1022602181
832	0.1022165144
833	0.1021803168
834	0.1021484568
835	0.1020708218
836	0.1019997256
837	0.1019240374
838	0.1018729219
839	0.1018160539
840	0.1017673943
841	0.1017175106
842	0.1016534051
843	0.1015954313
844	0.1015593075
845	0.1015081514
846	0.1014259662
847	0.1013784797
848	0.1013095085
849	0.1012145278
850	0.1011692821
851	0.1011112638
852	0.1010610416
853	0.1010197594
854	0.1009864502
855	0.1009593478
856	0.1008999655
857	0.1008403134
858	0.1008022428
859	0.1007550528
860	0.1006830774
861	0.1006601752
862	0.1005653168
863	0.1004746318
864	0.1003963669
865	0.100360266
866	0.1003111037
867	0.1002394872
868	0.1002050085
869	0.1001475349
870	0.1000942983
871	0.1000495081
872	0.09998840424
873	0.0999298541
874	0.09989194762
875	0.09984191884
876	0.09980484452
877	0.09975858336
878	0.0997271929
879	0.09968494621
880	0.09963651814
881	0.09957898085
882	0.0995289737
883	0.099475316
884	0.09943711941
885	0.09937730449
886	0.09932405651
887	0.09926620748
888	0.09920782785
889	0.09916216727
890	0.09907579327
891	0.09901840739
892	0.09890496023
893	0.09881729727
894	0.09875024868
895	0.09870157121
896	0.09865670716
897	0.09862368547
898	0.09853400828
899	0.09847797498
900	0.09844083194
901	0.09836736403
902	0.09831912681
903	0.0982410604
904	0.09820176571
905	0.09811911351
906	0.09806896131
907	0.09800066321
908	0.09793614928
909	0.09788789552
910	0.09785778384
911	0.09782192085
912	0.09776292538
913	0.0976791929
914	0.09764716115
915	0.09760045337
916	0.09754534385
917	0.09747896328
918	0.09741549145
919	0.09738501714
920	0.09733343856
921	0.09727993864
922	0.09720433562
923	0.09715707943
924	0.09708734987
925	0.09703660345
926	0.09699246596
927	0.09691861123
928	0.09686605417
929	0.09680774325
930	0.09675558318
931	0.09672238208
932	0.09667757148
933	0.0965995216
934	0.09657541699
935	0.09653999171
936	0.09645140243
937	0.09640152252
938	0.09634068459
939	0.09631250826
940	0.09626212829
941	0.09618916044
942	0.09615318039
943	0.09611205469
944	0.09605287217
945	0.09598685297
946	0.09590680668
947	0.09585349635
948	0.09580336832
949	0.09573324177
950	0.09569338976
951	0.09564787042
952	0.09558584914
953	0.09555695389
954	0.09550175276
955	0.09543530984
956	0.09540012505
957	0.09536151492
958	0.09528584318
959	0.09524908059
960	0.09519098599
961	0.09514418914
962	0.09507321771
963	0.09499201988
964	0.09495392126
965	0.09488809292
966	0.09483592521
967	0.09478166057
968	0.09473047772
969	0.09467878463
970	0.09463207431
971	0.09457658433
972	0.09453125967
973	0.09447756634
974	0.09443998178
975	0.0943765723
976	0.09433479767
977	0.09427609867
978	0.0942130022
979	0.09416602595
980	0.09413640288
981	0.09409612334
982	0.09404391746
983	0.09398941615
984	0.0939466605
985	0.09389916001
986	0.09384478085
987	0.09379545826
988	0.09372216722
989	0.09368240046
990	0.09362242268
991	0.09358067223
992	0.09350578685
993	0.09345218132
994	0.09341171855
995	0.09335821354
996	0.09330533329
997	0.09326714432
998	0.0932232155
999	0.09318132
